PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
88.0,118.0,72.0,91.0,1800.0,2.0,-0.1,1021.8,-10.9,0.0,0.2
101.0,125.0,82.0,93.0,2000.0,2.0,-2.4,1021.3,-11.7,0.0,0.6
108.0,127.0,70.0,92.0,2100.0,2.0,-2.3,1020.3,-12.1,0.0,0.1
101.0,108.0,56.0,92.0,2100.0,2.0,-0.6,1019.4,-14.2,0.0,1.3
77.0,93.0,62.0,94.0,2299.0,2.0,-0.1,1018.7,-14.5,0.0,1.4
97.0,109.0,68.0,92.0,2600.0,2.0,-2.8,1017.3,-13.4,0.0,0.6
107.0,120.0,75.0,89.0,2700.0,2.0,-4.4,1016.6,-11.7,0.0,0.4
107.0,118.0,76.0,89.0,2799.0,2.0,-5.1,1015.9,-11.5,0.0,0.7
104.0,109.0,65.0,86.0,2000.0,2.0,-5.3,1015.7,-11.2,0.0,1.0
87.0,94.0,60.0,86.0,2000.0,2.0,-5.8,1015.6,-11.1,0.0,1.0
86.0,95.0,69.0,86.0,2000.0,2.0,-3.2,1015.8,-10.3,0.0,0.6
84.0,101.0,73.0,86.0,2399.0,2.0,1.7,1015.1,-12.5,0.0,0.6
88.0,119.0,83.0,91.0,2799.0,2.0,3.8,1015.0,-12.6,0.0,0.5
91.0,127.0,84.0,95.0,2600.0,2.0,7.2,1014.1,-12.1,0.0,0.8
93.0,129.0,88.0,102.0,2600.0,4.0,11.1,1012.8,-11.7,0.0,2.3
101.0,143.0,79.0,115.0,3000.0,6.0,12.7,1011.9,-12.5,0.0,1.9
110.0,152.0,54.0,92.0,2000.0,18.0,13.7,1010.6,-11.7,0.0,2.3
92.0,143.0,52.0,86.0,1800.0,35.0,14.7,1010.2,-12.6,0.0,2.3
114.0,169.0,43.0,58.0,1300.0,55.0,15.0,1009.6,-12.3,0.0,2.8
95.0,146.0,29.0,46.0,1000.0,60.0,13.6,1009.8,-9.6,0.0,3.2
77.0,130.0,36.0,57.0,1000.0,50.0,11.6,1010.4,-8.9,0.0,1.5
84.0,159.0,65.0,102.0,1600.0,16.0,8.6,1011.4,-8.0,0.0,1.3
123.0,225.0,66.0,116.0,1800.0,2.0,9.6,1012.4,-12.3,0.0,2.9
150.0,242.0,69.0,120.0,2200.0,2.0,12.1,1012.6,-13.0,0.0,0.8
147.0,191.0,23.0,80.0,1100.0,2.0,5.1,1012.8,-12.4,0.0,0.2
62.0,68.0,14.0,73.0,800.0,2.0,3.5,1012.9,-10.9,0.0,1.0
27.0,41.0,20.0,89.0,1600.0,2.0,9.6,1013.8,-11.7,0.0,1.9
33.0,46.0,21.0,85.0,2000.0,2.0,9.6,1014.8,-11.7,0.0,2.6
31.0,36.0,31.0,73.0,1200.0,2.0,8.8,1015.6,-11.8,0.0,2.1
23.0,31.0,10.0,25.0,500.0,44.0,7.8,1016.1,-11.6,0.0,2.1
10.0,27.0,5.0,17.0,400.0,56.0,7.6,1015.9,-11.7,0.0,2.8
8.0,16.0,12.0,32.0,500.0,37.0,4.8,1016.8,-12.2,0.0,0.4
9.0,22.0,15.0,23.0,400.0,44.0,1.9,1017.4,-11.6,0.0,1.0
4.0,24.0,18.0,32.0,600.0,33.0,1.0,1018.1,-10.5,0.0,0.0
8.0,22.0,22.0,53.0,900.0,11.0,6.6,1019.0,-11.1,0.0,0.8
9.0,28.0,32.0,61.0,1100.0,8.0,9.0,1019.8,-11.1,0.0,2.0
12.0,29.0,22.0,37.0,600.0,36.0,10.7,1019.8,-12.7,0.0,2.5
11.0,13.0,15.0,25.0,500.0,51.0,11.6,1019.7,-12.7,0.0,2.5
12.0,14.0,11.0,19.0,400.0,60.0,13.1,1019.0,-13.0,0.0,1.4
15.0,16.0,12.0,19.0,400.0,63.0,14.3,1018.1,-12.9,0.0,0.8
13.0,16.0,11.0,18.0,400.0,67.0,14.5,1017.0,-13.7,0.0,1.3
8.0,13.0,9.0,20.0,400.0,69.0,15.8,1016.1,-12.6,0.0,2.5
10.0,15.0,11.0,25.0,400.0,67.0,15.1,1015.4,-14.2,0.0,2.0
12.0,18.0,10.0,28.0,400.0,75.0,14.6,1015.0,-13.6,0.0,2.3
23.0,26.0,8.0,28.0,500.0,87.0,12.8,1015.2,-11.7,0.0,2.9
29.0,38.0,13.0,43.0,500.0,63.0,11.2,1015.7,-11.6,0.0,2.3
32.0,66.0,16.0,65.0,700.0,32.0,9.5,1015.9,-10.6,0.0,1.5
40.0,92.0,25.0,78.0,1100.0,14.0,7.8,1016.1,-10.6,0.0,0.6
56.0,104.0,38.0,88.0,1399.0,4.0,6.9,1016.3,-10.4,0.0,2.2
71.0,111.0,35.0,83.0,1399.0,7.0,6.6,1016.0,-10.2,0.0,1.3
76.0,105.0,52.0,71.0,1399.0,87.0,4.9,1015.0,-9.7,0.0,1.2
82.0,106.0,86.0,63.0,1300.0,87.0,5.0,1014.6,-8.9,0.0,0.7
93.0,124.0,82.0,58.0,1300.0,87.0,3.7,1013.9,-8.4,0.0,2.7
107.0,138.0,0.0,56.0,1399.0,87.0,2.3,1013.5,-7.9,0.0,0.9
114.0,130.0,4.0,59.0,0.0,87.0,-0.4,1013.0,-7.7,0.0,1.1
125.0,137.0,5.0,0.0,1800.0,87.0,-1.1,1012.9,-8.1,0.0,0.9
138.0,149.0,59.0,74.0,2200.0,87.0,-1.9,1012.9,-7.8,0.0,0.0
132.0,145.0,63.0,79.0,2399.0,87.0,-0.1,1012.6,-9.0,0.0,0.6
129.0,137.0,67.0,82.0,2799.0,87.0,2.4,1012.5,-7.5,0.0,0.0
118.0,136.0,80.0,90.0,3399.0,87.0,7.2,1012.3,-8.8,0.0,1.0
117.0,150.0,117.0,97.0,3100.0,87.0,9.0,1011.7,-8.6,0.0,1.9
126.0,172.0,90.0,108.0,3000.0,87.0,10.3,1011.0,-8.9,0.0,1.7
133.0,180.0,83.0,108.0,2600.0,87.0,11.4,1010.2,-9.0,0.0,0.8
138.0,169.0,73.0,101.0,2000.0,25.0,13.2,1008.6,-8.7,0.0,0.8
134.0,157.0,72.0,116.0,2100.0,87.0,14.7,1007.4,-8.1,0.0,1.3
142.0,161.0,79.0,140.0,2399.0,87.0,15.4,1006.5,-7.5,0.0,1.0
168.0,187.0,102.0,132.0,2200.0,87.0,15.9,1006.2,-7.1,0.0,0.9
193.0,217.0,100.0,95.0,1700.0,87.0,14.9,1006.0,-6.7,0.0,0.9
184.0,208.0,104.0,75.0,1500.0,78.0,11.3,1006.5,-5.7,0.0,0.7
180.0,194.0,104.0,82.0,1500.0,78.0,11.3,1007.0,-5.7,0.0,0.7
185.0,206.0,88.0,146.0,2200.0,78.0,6.8,1007.6,-5.9,0.0,0.0
198.0,230.0,85.0,145.0,2299.0,78.0,5.7,1007.9,-5.6,0.0,0.6
202.0,234.0,88.0,145.0,3100.0,78.0,4.6,1007.9,-5.5,0.0,0.6
216.0,233.0,96.0,142.0,2700.0,78.0,4.4,1007.9,-5.4,0.0,0.9
214.0,220.0,100.0,154.0,3399.0,78.0,7.9,1007.5,-6.6,0.0,0.5
220.0,232.0,110.0,148.0,3100.0,78.0,4.8,1007.5,-6.2,0.0,0.4
229.0,232.0,99.0,136.0,2799.0,78.0,2.5,1007.3,-5.6,0.0,0.4
220.0,226.0,102.0,138.0,3000.0,78.0,2.3,1007.0,-5.4,0.0,0.9
159.0,208.0,82.0,129.0,2600.0,78.0,3.6,1006.9,-5.6,0.0,1.0
149.0,187.0,77.0,131.0,2799.0,78.0,4.7,1006.7,-6.0,0.0,0.5
186.0,187.0,75.0,131.0,2799.0,78.0,4.9,1006.8,-5.5,0.0,1.2
187.0,188.0,79.0,137.0,3000.0,78.0,5.3,1007.5,-5.7,0.0,1.5
186.0,200.0,86.0,128.0,2700.0,78.0,6.7,1008.2,-5.6,0.0,0.7
193.0,207.0,102.0,117.0,2799.0,78.0,7.6,1008.2,-4.8,0.0,1.0
194.0,215.0,88.0,100.0,2299.0,78.0,8.7,1008.1,-5.6,0.0,1.0
181.0,202.0,87.0,101.0,2600.0,78.0,9.6,1007.8,-5.1,0.0,1.3
177.0,199.0,105.0,106.0,3000.0,78.0,11.4,1006.7,-4.3,0.0,0.4
187.0,207.0,107.0,104.0,2600.0,78.0,12.2,1006.0,-4.5,0.0,0.8
192.0,218.0,116.0,112.0,2700.0,78.0,13.4,1005.3,-4.3,0.0,0.6
209.0,231.0,128.0,116.0,2799.0,78.0,14.6,1004.6,-4.2,0.0,1.6
226.0,244.0,138.0,122.0,3200.0,78.0,14.5,1004.6,-4.3,0.0,1.8
224.0,253.0,144.0,130.0,3299.0,78.0,13.8,1004.5,-4.0,0.0,1.1
225.0,260.0,146.0,129.0,3299.0,67.0,12.0,1005.2,-3.8,0.0,1.0
227.0,270.0,138.0,131.0,3200.0,8.0,8.6,1006.2,-3.6,0.0,0.0
228.0,278.0,125.0,134.0,3500.0,8.0,6.0,1006.8,-3.7,0.0,0.0
236.0,282.0,114.0,135.0,3700.0,8.0,4.7,1007.6,-3.3,0.0,0.0
247.0,293.0,110.0,134.0,4400.0,8.0,5.0,1007.1,-3.1,0.0,1.0
253.0,285.0,118.0,131.0,4700.0,8.0,6.8,1006.8,-2.9,0.0,0.8
254.0,280.0,134.0,130.0,4799.0,8.0,5.4,1006.9,-2.9,0.0,0.9
258.0,292.0,123.0,129.0,5299.0,8.0,5.2,1006.6,-2.9,0.0,2.4
270.0,316.0,103.0,124.0,5200.0,8.0,3.3,1006.5,-3.1,0.0,1.1
280.0,317.0,100.0,118.0,4500.0,8.0,2.2,1006.0,-3.1,0.0,0.8
264.0,285.0,98.0,110.0,4099.0,8.0,1.0,1005.7,-3.5,0.0,1.1
249.0,263.0,78.0,107.0,4799.0,8.0,0.0,1005.7,-3.6,0.0,1.0
243.0,257.0,69.0,105.0,4799.0,8.0,-0.4,1005.7,-3.1,0.0,0.2
243.0,256.0,61.0,104.0,5700.0,8.0,-0.3,1005.7,-2.7,0.0,0.9
240.0,259.0,60.0,106.0,5799.0,8.0,3.6,1006.0,-0.6,0.0,0.6
249.0,275.0,81.0,121.0,6700.0,8.0,9.4,1005.7,-0.8,0.0,0.1
262.0,306.0,137.0,158.0,6000.0,8.0,10.1,1005.2,-1.0,0.0,0.9
292.0,349.0,120.0,206.0,7599.0,8.0,12.8,1004.4,-0.8,0.0,1.0
327.0,407.0,130.0,241.0,8599.0,8.0,15.6,1002.7,-2.4,0.0,1.6
389.0,454.0,150.0,221.0,6099.0,8.0,16.1,1000.7,-2.4,0.0,2.2
366.0,400.0,137.0,167.0,3799.0,25.0,17.2,999.3,-2.5,0.0,2.1
294.0,336.0,99.0,110.0,3200.0,62.0,18.8,997.9,-2.8,0.0,2.4
338.0,338.0,78.0,94.0,2600.0,70.0,18.4,996.7,-1.5,0.0,2.1
190.0,274.0,56.0,59.0,1600.0,94.0,18.2,996.1,-1.1,0.0,0.8
159.0,202.0,70.0,81.0,1700.0,94.0,15.1,995.8,-1.1,0.0,1.0
208.0,226.0,73.0,117.0,1700.0,94.0,10.9,996.4,-0.6,0.0,0.9
197.0,212.0,62.0,136.0,1500.0,2.0,10.5,996.8,-0.6,0.0,1.3
153.0,190.0,66.0,147.0,2200.0,94.0,12.9,996.9,-2.6,0.0,0.0
193.0,251.0,92.0,184.0,3500.0,94.0,11.0,996.8,-1.4,0.0,0.6
304.0,380.0,103.0,191.0,4599.0,94.0,8.1,997.1,-1.4,0.0,1.3
400.0,468.0,98.0,182.0,4500.0,94.0,8.8,997.2,-1.1,0.0,1.2
410.0,454.0,106.0,178.0,4500.0,94.0,5.0,997.3,-1.9,0.0,1.0
421.0,431.0,74.0,172.0,4700.0,94.0,4.9,997.5,-1.8,0.0,0.4
379.0,431.0,74.0,164.0,4700.0,94.0,6.1,997.4,-1.8,0.0,0.6
316.0,375.0,94.0,157.0,4200.0,94.0,3.9,997.3,-2.1,0.0,0.7
282.0,312.0,65.0,148.0,4700.0,94.0,3.4,997.6,-2.0,0.0,1.3
287.0,319.0,52.0,158.0,6000.0,94.0,3.0,998.3,-2.1,0.0,0.8
289.0,333.0,49.0,162.0,7000.0,94.0,2.9,998.9,-1.8,0.0,0.4
338.0,342.0,48.0,164.0,7500.0,94.0,7.2,999.5,-0.3,0.0,1.1
330.0,352.0,66.0,165.0,7400.0,94.0,12.3,999.9,-0.3,0.0,0.2
340.0,377.0,118.0,198.0,8300.0,94.0,16.2,1000.2,-1.0,0.0,0.9
360.0,398.0,115.66799999999999,220.9028,0.0,94.0,18.7,999.9,-1.2,0.0,1.1
284.0,198.0,79.0,187.0,4700.0,94.0,21.1,999.6,-3.5,0.0,3.3
174.0,166.0,48.0,119.0,2299.0,94.0,22.2,998.4,-3.3,0.0,2.7
156.0,174.0,41.0,72.0,1399.0,94.0,22.9,997.4,-3.5,0.0,2.7
138.0,304.0,47.0,61.0,1300.0,94.0,16.7,997.5,1.1,0.0,4.6
264.0,460.0,92.0,106.0,2700.0,94.0,13.5,998.2,0.5,0.0,3.8
181.0,253.0,71.0,75.0,1300.0,86.0,11.5,999.0,-0.7,0.0,1.6
115.0,132.0,49.0,56.0,600.0,86.0,9.7,999.0,-1.1,0.0,3.2
56.0,69.0,38.0,46.0,600.0,86.0,8.7,999.6,-1.7,0.0,0.8
43.0,72.0,35.0,49.0,900.0,86.0,8.6,999.6,-0.7,0.0,2.2
55.0,72.0,37.0,54.0,1100.0,86.0,7.5,999.2,-2.3,0.0,0.6
49.0,52.0,33.0,42.0,1100.0,86.0,7.4,998.9,-2.1,0.0,1.7
50.0,60.0,38.0,68.0,1600.0,86.0,6.7,998.1,-3.6,0.0,2.5
45.0,54.0,52.0,55.0,1700.0,86.0,5.9,996.7,-4.6,0.0,2.0
45.0,48.0,54.0,56.0,2000.0,86.0,3.9,995.4,-4.1,0.0,0.2
55.0,72.0,61.0,61.0,2299.0,86.0,3.4,994.3,-3.9,0.0,1.3
61.0,75.0,0.0,60.0,2299.0,86.0,2.4,993.1,-3.7,0.0,1.5
68.0,81.0,5.0,79.0,0.0,86.0,1.6,992.0,-3.5,0.0,1.0
70.0,80.0,5.0,0.0,2500.0,86.0,1.0,991.1,-3.7,0.0,0.8
73.0,88.0,48.0,75.0,2700.0,86.0,1.1,991.2,-3.2,0.0,0.4
77.0,99.0,74.0,76.0,2700.0,86.0,3.8,991.3,-3.3,0.0,0.2
102.0,109.0,80.0,89.0,2299.0,86.0,5.5,991.7,-2.6,0.0,1.7
103.0,138.0,87.0,83.0,2100.0,86.0,9.7,992.8,-2.3,0.0,2.6
112.0,140.0,92.0,79.0,2000.0,86.0,18.0,995.2,-0.8,0.0,9.9
141.0,375.0,98.0,70.0,1700.0,86.0,15.7,997.1,-5.4,0.0,13.2
104.0,589.0,53.0,36.0,900.0,86.0,13.8,1000.5,-10.2,0.0,5.3
69.0,902.0,10.0,11.0,300.0,86.0,12.0,1003.2,-13.9,0.0,6.2
72.0,961.0,4.0,9.0,200.0,86.0,10.5,1005.8,-16.8,0.0,3.7
68.0,890.0,3.0,7.0,200.0,81.0,10.5,1006.7,-17.8,0.0,3.6
40.0,432.0,3.0,11.0,300.0,81.0,10.5,1008.2,-17.8,0.0,4.9
20.0,161.0,3.0,11.0,300.0,81.0,11.1,1009.7,-18.3,0.0,4.0
18.0,119.0,3.0,13.0,300.0,81.0,9.7,1011.7,-18.4,0.0,1.8
17.0,85.0,3.0,11.0,300.0,81.0,8.1,1014.7,-18.7,0.0,3.7
13.0,76.0,3.0,16.0,300.0,81.0,7.0,1016.7,-18.8,0.0,1.9
15.0,52.0,5.0,18.0,400.0,81.0,6.0,1018.7,-18.8,0.0,2.2
12.0,35.0,9.0,19.0,300.0,81.0,5.3,1019.6,-18.6,0.0,2.6
16.0,21.0,6.0,18.0,400.0,81.0,4.6,1020.2,-18.4,0.0,1.8
3.0,7.0,4.0,16.0,400.0,81.0,1.8,1020.4,-15.7,0.0,0.5
11.0,12.0,4.0,22.0,400.0,81.0,4.1,1020.1,-18.2,0.0,1.3
3.0,6.0,6.0,26.0,500.0,81.0,2.6,1020.3,-18.8,0.0,1.4
3.0,9.0,9.0,40.0,600.0,81.0,-0.4,1020.3,-15.9,0.0,0.6
3.0,7.0,12.0,38.0,700.0,81.0,-1.9,1020.7,-12.6,0.0,1.2
16.0,22.0,11.0,60.0,1200.0,81.0,-1.0,1021.4,-13.6,0.0,1.0
24.0,25.0,22.0,77.0,1200.0,81.0,-3.2,1021.6,-14.3,0.0,0.5
32.0,36.0,26.0,78.0,1800.0,81.0,-2.6,1022.1,-13.8,0.0,1.5
28.0,37.0,25.0,75.0,1800.0,81.0,3.2,1022.8,-15.5,0.0,2.0
18.0,28.0,33.0,68.0,1300.0,81.0,5.5,1023.1,-15.7,0.0,4.3
29.0,32.0,40.0,50.0,1000.0,81.0,6.7,1022.6,-16.0,0.0,3.6
30.0,54.0,28.0,37.0,1000.0,81.0,8.3,1021.7,-16.1,0.0,3.1
32.0,42.0,24.0,26.0,800.0,81.0,9.6,1021.2,-15.1,0.0,3.7
30.0,43.0,26.0,24.0,600.0,81.0,10.2,1020.3,-15.4,0.0,4.6
22.0,34.0,22.0,21.0,500.0,81.0,10.7,1019.1,-14.9,0.0,4.1
22.0,27.0,16.0,18.0,400.0,79.0,11.2,1018.2,-14.5,0.0,3.0
37.0,64.0,18.0,19.0,500.0,85.0,11.0,1017.8,-14.7,0.0,4.0
39.0,53.0,22.0,23.0,500.0,85.0,10.5,1017.5,-13.6,0.0,3.5
46.0,67.0,25.0,29.0,500.0,85.0,9.2,1017.4,-13.3,0.0,1.4
51.0,72.0,26.0,34.0,600.0,85.0,8.2,1017.7,-12.9,0.0,1.3
66.0,86.0,30.0,54.0,900.0,85.0,6.7,1018.0,-11.5,0.0,1.7
69.0,100.0,31.0,66.0,1000.0,85.0,5.9,1018.3,-10.8,0.0,1.2
66.0,87.0,27.0,60.0,900.0,85.0,4.8,1018.4,-10.5,0.0,0.9
78.0,103.0,36.0,58.0,1100.0,85.0,4.4,1017.8,-10.1,0.0,0.9
87.0,110.0,41.0,61.0,1200.0,85.0,3.3,1017.9,-10.0,0.0,1.3
98.0,118.0,55.0,61.0,1200.0,85.0,2.0,1017.9,-9.6,0.0,1.0
104.0,124.0,72.0,63.0,1200.0,85.0,1.1,1017.3,-9.0,0.0,0.8
110.0,117.0,78.0,67.0,1300.0,85.0,0.4,1016.6,-8.8,0.0,0.8
114.0,122.0,89.0,64.0,1300.0,85.0,-1.1,1016.3,-8.5,0.0,0.7
111.0,113.0,70.0,67.0,1300.0,85.0,-1.9,1016.1,-8.0,0.0,0.2
112.0,115.0,86.0,63.0,1300.0,85.0,-2.5,1016.2,-7.8,0.0,1.1
97.0,110.0,91.0,65.0,1399.0,85.0,-2.1,1016.2,-7.2,0.0,0.7
89.0,93.0,59.0,73.0,1800.0,85.0,-0.2,1016.4,-7.0,0.0,0.5
98.0,104.0,60.0,77.0,1700.0,85.0,3.8,1016.4,-7.7,0.0,0.2
103.0,103.0,78.0,71.0,1500.0,85.0,5.9,1015.9,-7.4,0.0,1.2
92.0,118.0,111.0,70.0,1500.0,85.0,7.3,1015.0,-8.3,0.0,0.7
105.0,124.0,110.0,70.0,1600.0,85.0,9.1,1013.9,-9.0,0.0,1.1
136.0,148.0,122.0,78.0,1600.0,85.0,10.4,1012.5,-8.3,0.0,1.9
132.0,139.0,116.0,70.0,1399.0,85.0,11.0,1011.3,-7.8,0.0,2.5
118.0,124.0,98.0,56.0,1200.0,85.0,10.7,1010.1,-7.1,0.0,2.8
106.0,113.0,95.0,56.0,1100.0,80.0,11.1,1009.3,-6.8,0.0,1.8
123.0,154.0,118.0,67.0,1600.0,74.0,10.5,1008.5,-6.4,0.0,2.7
144.0,203.0,159.0,80.0,2299.0,74.0,9.6,1008.8,-5.9,0.0,2.0
145.0,229.0,106.0,79.0,1800.0,51.0,9.5,1009.0,-6.4,0.0,0.9
156.0,164.0,113.0,98.0,2200.0,47.0,9.4,1009.2,-6.1,0.0,1.0
188.0,237.0,177.0,111.0,2899.0,47.0,9.3,1009.5,-5.8,0.0,0.9
191.0,250.0,153.0,110.0,2899.0,47.0,8.8,1009.0,-4.1,0.0,1.2
131.0,251.0,77.0,91.0,1600.0,47.0,8.7,1008.5,-5.6,0.0,1.6
82.0,92.0,53.0,78.0,1300.0,47.0,7.2,1007.3,-5.5,0.0,0.1
101.0,107.0,60.0,72.0,1399.0,47.0,5.5,1006.5,-5.2,0.0,0.9
122.0,129.0,64.0,80.0,1700.0,47.0,7.3,1006.1,-5.4,0.0,1.3
105.0,130.0,71.0,77.0,1800.0,47.0,7.1,1005.0,-5.0,0.0,1.0
106.0,109.0,64.0,72.0,1600.0,47.0,6.8,1004.8,-4.3,0.0,1.0
90.0,102.0,63.0,70.0,1399.0,47.0,4.7,1005.6,0.1,1.4,1.3
103.0,194.0,40.0,66.0,1399.0,47.0,3.7,1005.3,1.7,1.2,0.6
98.0,118.0,18.0,78.0,2100.0,47.0,3.2,1005.9,2.2,1.5,0.8
125.0,119.0,16.0,74.0,2000.0,47.0,2.8,1005.8,1.9,2.0,0.0
120.0,84.0,13.0,72.0,1899.0,47.0,3.4,1005.7,2.5,0.2,1.7
120.0,88.0,13.0,73.0,2100.0,47.0,4.0,1005.9,2.5,0.0,0.9
130.0,91.0,14.0,75.0,2100.0,47.0,4.4,1005.9,2.7,0.3,0.4
137.0,91.0,17.0,74.0,1899.0,47.0,4.6,1005.7,2.9,0.0,0.7
136.0,97.0,19.0,70.0,1800.0,47.0,5.3,1005.8,3.3,0.0,0.5
152.0,95.0,24.0,72.0,1899.0,47.0,5.5,1005.7,3.0,0.0,2.4
133.0,79.0,25.0,69.0,1700.0,44.0,6.2,1006.2,3.2,0.0,2.8
124.0,89.0,23.0,65.0,1700.0,32.0,6.4,1006.9,3.5,0.0,1.5
136.0,97.0,24.0,67.0,1800.0,22.0,7.2,1007.2,3.8,0.0,1.6
135.0,75.0,33.0,71.0,1800.0,22.0,6.9,1008.2,3.5,0.0,1.4
137.0,106.0,33.0,77.0,1700.0,4.0,4.8,1010.2,2.8,0.0,0.4
134.0,90.0,30.0,80.0,1700.0,4.0,4.3,1011.6,2.5,0.0,0.8
126.0,95.0,25.0,77.0,1700.0,4.0,5.3,1013.5,3.1,0.0,0.5
141.0,99.0,19.0,76.0,2100.0,4.0,4.4,1014.7,2.3,0.0,1.0
147.0,102.0,17.0,76.0,2700.0,4.0,5.1,1015.8,-0.3,0.0,1.0
111.0,28.0,20.0,67.0,1700.0,4.0,5.0,1016.6,-6.0,0.0,1.4
27.0,27.0,32.0,30.0,700.0,26.0,4.8,1017.3,-8.0,0.0,1.9
10.0,10.0,18.0,19.0,500.0,48.0,4.2,1017.7,-9.6,0.0,4.0
9.0,9.0,18.0,16.0,500.0,54.0,3.4,1018.1,-9.6,0.0,2.8
9.0,9.0,6.0,19.0,0.0,54.0,2.9,1018.7,-9.4,0.0,2.4
12.0,12.0,4.0,19.0,400.0,54.0,2.3,1019.7,-9.9,0.0,2.0
11.0,11.0,10.0,32.0,500.0,54.0,1.6,1020.3,-10.3,0.0,1.3
12.0,12.0,18.0,36.0,600.0,54.0,1.6,1021.3,-9.1,0.0,0.9
11.0,11.0,25.0,51.0,700.0,54.0,3.9,1022.7,-10.2,0.0,1.5
3.0,7.0,23.0,54.0,700.0,54.0,4.8,1023.8,-11.3,0.0,2.5
18.0,8.0,22.0,43.0,600.0,54.0,5.1,1024.4,-11.5,0.0,3.1
