PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
59.0,80.0,50.0,32.0,1500.0,51.0,3.2,1021.6,-14.5,0.0,1.4
63.0,88.0,50.0,36.0,1600.0,50.0,2.8,1021.2,-13.9,0.0,0.6
70.0,102.0,62.0,62.0,1899.0,26.0,1.4,1021.1,-13.5,0.0,0.7
86.0,125.0,66.0,89.0,2100.0,6.0,1.4,1021.1,-14.7,0.0,0.9
98.0,147.0,67.0,84.0,2200.0,7.0,0.5,1020.7,-13.6,0.0,0.6
98.0,126.0,71.0,97.0,2500.0,5.0,-0.8,1020.2,-12.7,0.0,0.6
86.0,108.0,71.0,97.0,2600.0,5.0,-1.9,1019.2,-11.5,0.0,0.0
81.0,108.0,64.0,91.0,2500.0,4.0,-2.5,1018.4,-11.0,0.0,0.5
80.0,99.0,66.0,85.0,3000.0,5.0,-2.6,1017.6,-10.9,0.0,0.2
84.0,106.0,66.0,74.0,3799.0,5.0,-3.1,1016.2,-11.1,0.0,0.8
87.0,137.0,50.0,61.0,2600.0,5.0,-3.6,1015.4,-11.6,0.0,0.2
79.0,92.0,42.0,39.0,2100.0,10.0,-4.2,1014.9,-11.2,0.0,0.0
54.0,71.0,56.0,78.0,3799.0,5.0,-4.4,1014.5,-11.0,0.0,0.0
76.0,94.0,47.0,65.0,3700.0,4.0,-4.7,1014.4,-11.5,0.0,0.9
82.0,110.0,46.0,53.0,2899.0,4.0,-2.5,1014.7,-10.3,0.0,0.9
78.0,88.0,52.0,52.0,2899.0,6.0,1.2,1014.1,-12.6,0.0,0.5
77.0,99.0,60.0,66.0,3399.0,9.0,3.8,1013.6,-12.6,0.0,0.5
87.0,113.0,80.0,86.0,3000.0,14.0,6.4,1012.8,-12.2,0.0,1.4
97.0,115.0,74.0,94.0,3000.0,16.0,10.5,1011.7,-12.2,0.0,1.4
102.0,138.0,68.0,109.0,3100.0,18.0,14.1,1010.4,-12.2,0.0,3.0
113.0,184.0,66.0,81.0,2399.0,51.0,16.0,1009.3,-13.5,0.0,2.6
127.0,194.0,53.0,51.0,1800.0,71.0,16.6,1008.7,-13.0,0.0,2.4
97.0,149.0,19.0,0.0,1000.0,85.0,16.9,1008.3,-13.8,0.0,3.7
61.0,112.0,20.0,6.0,1100.0,79.0,15.8,1008.4,-11.7,0.0,1.9
44.0,119.0,25.0,13.0,1300.0,80.0,12.1,1009.1,-9.0,0.0,1.7
78.0,178.0,81.0,90.0,2299.0,51.0,14.6,1010.1,-13.6,0.0,4.4
150.0,268.0,60.0,81.0,2100.0,40.0,13.8,1011.3,-13.3,0.0,1.2
126.0,193.0,7.0,0.0,900.0,79.0,12.6,1011.4,-13.4,0.0,1.4
34.0,39.0,3.0,0.0,800.0,88.0,10.3,1011.7,-12.4,0.0,2.1
14.0,32.0,12.0,3.0,1100.0,63.0,9.4,1011.9,-11.9,0.0,1.4
20.0,43.0,24.0,52.0,1800.0,17.0,11.0,1012.7,-11.8,0.0,0.5
28.0,59.0,23.0,18.0,1600.0,47.0,10.1,1013.6,-11.9,0.0,3.5
23.0,53.0,15.0,0.0,900.0,70.0,9.5,1014.5,-11.8,0.0,2.0
16.0,38.0,9.0,0.0,800.0,70.0,8.6,1014.7,-12.5,0.0,1.0
13.0,40.0,10.0,0.0,900.0,62.0,8.1,1014.9,-13.0,0.0,1.6
13.0,40.0,10.0,2.0,1000.0,52.0,7.2,1015.8,-13.1,0.0,0.9
12.0,31.0,8.0,0.0,900.0,64.0,3.7,1016.4,-12.7,0.0,0.2
8.0,20.0,5.0,0.0,900.0,78.0,3.2,1016.9,-11.9,0.0,0.5
5.0,10.0,4.0,0.0,1000.0,62.0,7.0,1017.9,-12.2,0.0,0.8
7.0,21.0,17.0,46.0,1500.0,24.0,8.7,1018.7,-11.3,0.0,1.5
15.0,49.0,24.0,39.0,1600.0,31.0,10.1,1018.5,-11.9,0.0,3.2
19.0,50.0,21.0,32.0,1399.0,47.0,11.1,1018.4,-12.4,0.0,1.8
19.0,35.0,15.0,2.0,1100.0,67.0,12.7,1017.6,-12.5,0.0,1.8
18.0,31.0,12.0,0.0,1000.0,72.0,14.3,1016.7,-12.9,0.0,0.9
18.0,32.0,9.0,0.0,900.0,84.0,14.8,1015.7,-12.5,0.0,2.8
19.0,22.0,11.0,0.0,900.0,81.0,14.8,1014.9,-13.4,0.0,1.7
22.0,27.0,12.0,0.0,1000.0,103.0,15.0,1014.2,-14.2,0.0,2.3
26.0,36.0,10.0,0.0,900.0,105.0,14.7,1013.8,-12.6,0.0,1.3
28.0,34.0,10.0,0.0,1000.0,107.0,12.7,1014.0,-11.1,0.0,1.8
32.0,55.0,12.0,3.0,1000.0,94.0,11.2,1014.5,-11.6,0.0,0.9
38.0,82.0,17.0,16.0,1100.0,76.0,9.7,1014.7,-10.5,0.0,1.7
45.0,96.0,34.0,36.0,1399.0,52.0,8.4,1014.9,-10.5,0.0,1.0
57.0,108.0,39.0,42.0,1399.0,44.0,7.8,1015.0,-10.1,0.0,1.6
72.0,106.0,51.0,74.0,1899.0,15.0,5.8,1014.6,-10.1,0.0,0.9
83.0,156.0,70.0,82.0,2000.0,107.0,5.9,1013.7,-10.0,0.0,1.3
99.0,156.0,83.0,85.0,2100.0,107.0,5.7,1013.3,-9.7,0.0,0.9
111.0,159.0,63.0,62.0,2100.0,107.0,3.0,1012.7,-8.4,0.0,0.5
122.0,162.0,0.0,54.0,1899.0,107.0,1.3,1012.4,-8.0,0.0,0.2
122.0,157.0,53.0,70.0,0.0,107.0,0.6,1012.0,-7.9,0.0,0.1
111.0,147.0,48.0,0.0,2000.0,107.0,0.5,1011.8,-8.5,0.0,0.5
95.0,158.0,50.0,59.0,3299.0,107.0,-0.2,1011.9,-8.2,0.0,0.4
86.0,108.0,52.0,77.0,2899.0,107.0,0.1,1011.7,-7.9,0.0,0.2
88.0,124.0,63.0,80.0,3299.0,107.0,1.6,1011.5,-8.0,0.0,0.2
93.0,134.0,69.0,77.0,4099.0,107.0,5.4,1011.3,-10.0,0.0,2.3
98.0,137.0,78.0,87.0,3200.0,107.0,7.7,1010.7,-9.3,0.0,1.7
109.0,151.0,78.0,84.0,2899.0,107.0,9.0,1009.9,-9.0,0.0,2.9
114.0,141.0,70.0,0.0,1500.0,107.0,10.1,1009.1,-9.1,0.0,2.0
115.0,144.0,65.0,0.0,100.0,2.0,12.4,1007.6,-8.8,0.0,1.6
120.0,139.0,66.0,0.0,100.0,107.0,13.3,1006.4,-8.6,0.0,0.9
125.0,130.0,68.0,0.0,100.0,107.0,14.3,1005.5,-7.8,0.0,1.6
133.0,137.0,66.0,0.0,0.0,107.0,14.4,1005.2,-7.7,0.0,0.6
146.0,155.0,72.0,0.0,100.0,107.0,13.6,1005.0,-7.2,0.0,0.7
162.0,190.0,78.0,0.0,100.0,94.0,12.4,1005.5,-7.1,0.0,1.1
174.0,212.0,86.0,0.0,100.0,76.0,10.0,1006.0,-6.4,0.0,0.0
186.0,226.0,89.0,0.0,100.0,52.0,7.6,1006.5,-6.2,0.0,0.0
203.0,250.0,98.0,0.0,100.0,44.0,6.2,1006.9,-6.1,0.0,0.7
217.0,264.0,113.0,0.0,100.0,15.0,5.1,1007.0,-5.6,0.0,0.8
224.0,271.0,112.0,0.0,100.0,15.0,4.3,1006.8,-5.2,0.0,0.1
228.0,289.0,108.0,0.0,100.0,15.0,3.6,1006.5,-5.1,0.0,0.2
216.0,241.0,90.0,0.0,100.0,15.0,3.3,1006.5,-5.4,0.0,0.0
200.0,214.0,84.0,0.0,100.0,15.0,2.5,1006.3,-4.7,0.0,0.2
192.0,207.0,78.0,0.0,100.0,15.0,2.3,1006.0,-4.7,0.0,0.2
185.0,186.0,69.0,0.0,100.0,15.0,2.0,1005.8,-5.4,0.0,0.5
148.0,177.0,70.0,0.0,100.0,15.0,2.0,1005.5,-5.4,0.0,0.0
144.0,173.0,71.0,0.0,100.0,15.0,2.4,1005.6,-5.3,0.0,0.8
174.0,175.0,81.0,0.0,100.0,15.0,3.1,1006.4,-5.8,0.0,0.6
178.0,180.0,80.0,0.0,100.0,15.0,4.8,1007.3,-6.2,0.0,1.6
193.0,217.0,90.0,0.0,100.0,15.0,6.0,1007.5,-5.7,0.0,0.6
209.0,251.0,118.0,0.0,100.0,15.0,7.4,1007.3,-5.0,0.0,0.0
209.0,240.0,116.0,150.0,3799.0,11.0,9.6,1006.7,-5.1,0.0,1.3
212.0,242.0,109.0,153.0,4400.0,9.0,10.2,1005.7,-4.2,0.0,1.0
218.0,277.0,110.0,170.0,4400.0,9.0,11.0,1005.0,-4.7,0.0,0.8
234.0,283.0,126.0,180.0,4400.0,9.0,13.5,1004.1,-4.2,0.0,0.7
245.0,285.0,124.0,172.0,3799.0,11.0,14.6,1003.4,-4.2,0.0,1.3
238.0,284.0,148.0,166.0,3500.0,20.0,14.6,1003.4,-3.7,0.0,1.6
162.0,288.0,155.0,153.0,0.0,20.0,14.1,1003.4,-3.7,0.0,1.2
3.0,289.0,156.0,143.0,3299.0,25.0,12.3,1004.0,-3.9,0.0,0.7
3.0,290.0,162.0,157.0,3500.0,26.0,10.5,1005.0,-3.6,0.0,0.9
120.0,307.0,146.0,171.0,3600.0,26.0,7.7,1005.7,-2.6,0.0,0.9
248.0,320.0,158.0,170.0,3700.0,26.0,6.1,1006.2,-2.8,0.0,0.9
287.0,349.0,151.0,172.0,4099.0,26.0,5.3,1006.0,-2.8,0.0,0.9
292.0,347.0,121.0,164.0,4299.0,26.0,5.3,1005.6,-2.8,0.0,0.7
272.0,329.0,125.0,166.0,4799.0,26.0,5.9,1005.6,-2.7,0.0,0.5
279.0,373.0,114.0,163.0,5200.0,26.0,4.9,1005.4,-2.7,0.0,1.0
284.0,391.0,101.0,160.0,5200.0,26.0,4.2,1005.3,-2.9,0.0,0.9
280.0,375.0,90.0,150.0,5099.0,26.0,4.0,1004.9,-3.1,0.0,0.8
261.0,331.0,63.0,130.0,4700.0,26.0,2.6,1004.5,-3.3,0.0,0.6
201.0,248.0,53.0,113.0,4500.0,26.0,1.8,1004.6,-3.3,0.0,0.6
149.0,165.0,46.0,104.0,4299.0,26.0,1.1,1004.8,-3.6,0.0,0.0
131.0,152.0,39.0,100.0,4299.0,26.0,1.3,1004.7,-3.2,0.0,0.5
126.0,165.0,38.0,112.0,5099.0,26.0,4.2,1005.0,-2.0,0.0,0.7
154.0,187.0,75.0,171.0,7000.0,26.0,8.6,1004.7,-2.4,0.0,0.7
223.0,304.0,168.0,208.0,6099.0,26.0,10.3,1004.1,-2.1,0.0,0.7
274.0,345.0,140.0,240.0,6000.0,26.0,13.3,1003.2,-1.5,0.0,1.4
301.0,362.0,123.0,0.0,6900.0,26.0,15.5,1001.4,-2.0,0.0,2.1
328.0,399.0,94.0,0.0,6299.0,26.0,16.4,999.5,-3.7,0.0,2.1
315.0,357.0,85.0,219.0,4099.0,36.0,16.8,998.0,-3.9,0.0,2.6
251.0,298.0,53.0,67.0,1800.0,97.0,18.5,996.5,-3.6,0.0,2.6
161.0,170.0,59.0,93.0,2100.0,99.0,18.4,995.6,-2.6,0.0,2.6
198.0,253.0,64.0,82.0,1899.0,107.0,17.7,995.1,-1.6,0.0,0.8
222.0,284.0,77.0,111.0,2299.0,107.0,14.9,994.9,-1.3,0.0,0.4
243.0,322.0,84.0,160.0,2799.0,107.0,12.2,995.3,-0.4,0.0,0.5
272.0,364.0,91.0,213.0,3799.0,16.0,10.8,995.7,-0.4,0.0,0.0
299.0,411.0,96.0,211.0,5700.0,107.0,10.1,995.7,-0.1,0.0,0.2
318.0,427.0,87.0,211.0,5200.0,107.0,8.6,995.9,-0.5,0.0,0.5
302.0,373.0,77.0,208.0,4900.0,107.0,7.6,996.1,-0.6,0.0,0.0
278.0,350.0,79.0,187.0,5299.0,107.0,9.7,996.4,-2.3,0.0,1.8
264.0,324.0,69.0,167.0,4400.0,107.0,6.9,996.2,-1.8,0.0,0.0
248.0,279.0,71.0,189.0,4500.0,107.0,5.7,996.6,-1.9,0.0,0.1
254.0,303.0,68.0,177.0,4200.0,107.0,5.1,996.3,-1.8,0.0,0.5
251.0,299.0,64.0,168.0,3899.0,107.0,5.1,996.0,-1.8,0.0,0.8
247.0,282.0,68.0,175.0,4700.0,107.0,4.8,996.6,-1.9,0.0,0.8
247.0,295.0,59.0,155.0,4200.0,107.0,4.2,997.3,-1.8,0.0,0.7
240.0,274.0,65.0,166.0,4299.0,107.0,3.8,997.8,-1.6,0.0,0.2
250.0,293.0,59.0,170.0,4900.0,107.0,6.8,998.4,-1.1,0.0,0.7
258.0,294.0,73.0,176.0,5900.0,107.0,12.5,998.8,-1.5,0.0,0.8
260.0,317.0,83.0,175.0,5000.0,107.0,16.7,999.1,-1.4,0.0,1.5
266.0,329.0,83.1096,179.2269,0.0,107.0,19.2,998.8,-3.1,0.0,1.7
233.0,262.0,77.0,145.0,2700.0,107.0,20.4,998.4,-1.4,0.0,2.1
273.0,386.0,85.0,239.0,3500.0,107.0,21.2,997.2,-4.1,0.0,3.1
222.0,268.0,50.0,122.0,2000.0,107.0,22.4,996.2,-3.1,0.0,1.9
152.0,232.0,48.0,64.0,1300.0,107.0,18.1,996.0,1.1,0.0,4.7
179.0,400.0,70.0,90.0,2200.0,107.0,14.9,997.2,0.7,0.0,2.6
245.0,542.0,87.0,158.0,3000.0,106.0,12.7,997.7,0.1,0.0,2.6
169.0,298.0,59.0,115.0,1899.0,106.0,10.3,998.0,-1.1,0.0,2.2
124.0,200.0,43.0,103.0,1300.0,106.0,9.0,998.6,-2.0,0.0,0.7
95.0,113.0,34.0,85.0,1000.0,106.0,8.1,998.6,-1.7,0.0,0.1
85.0,102.0,35.0,77.0,1000.0,106.0,7.6,998.3,-1.4,0.0,0.4
95.0,129.0,36.0,97.0,1100.0,106.0,6.8,997.9,-2.4,0.0,0.0
84.0,88.0,32.0,79.0,1100.0,106.0,6.5,997.1,-1.9,0.0,1.0
95.0,107.0,35.0,117.0,1300.0,106.0,5.9,995.7,-2.7,0.0,0.7
86.0,90.0,41.0,103.0,1700.0,106.0,4.7,994.3,-3.6,0.0,0.0
54.0,72.0,48.0,72.0,1800.0,106.0,4.3,993.1,-3.5,0.0,1.5
92.0,101.0,0.0,84.0,1600.0,106.0,4.3,992.1,-3.7,0.0,1.3
91.0,97.0,48.0,93.0,0.0,106.0,3.5,990.9,-3.8,0.0,0.5
94.0,102.0,42.0,0.0,1300.0,106.0,2.8,989.9,-3.6,0.0,0.1
98.0,101.0,47.0,97.0,2200.0,106.0,2.5,990.0,-3.4,0.0,0.0
96.0,118.0,40.0,100.0,2200.0,106.0,2.8,990.3,-2.9,0.0,0.5
101.0,123.0,43.0,91.0,2200.0,106.0,4.4,990.8,-2.3,0.0,0.7
106.0,124.0,46.0,92.0,2000.0,106.0,10.0,991.7,-2.0,0.0,1.7
110.0,236.0,57.0,96.0,2000.0,106.0,17.9,994.1,-1.4,0.0,5.1
86.0,947.0,19.0,15.0,400.0,106.0,15.4,996.3,-5.7,0.0,6.9
57.0,983.0,3.0,9.0,300.0,106.0,14.2,998.8,-9.8,0.0,4.5
87.0,0.0,3.0,8.0,300.0,106.0,12.0,1002.4,-14.7,0.0,7.3
69.0,0.0,3.0,8.0,300.0,106.0,10.4,1004.5,-16.9,0.0,4.5
51.0,957.0,3.0,6.0,300.0,103.0,10.8,1005.9,-18.6,0.0,3.5
34.0,438.0,3.0,7.0,300.0,96.0,10.4,1007.0,-17.9,0.0,2.1
20.0,238.0,3.0,8.0,400.0,96.0,10.8,1008.7,-18.6,0.0,3.5
12.0,154.0,3.0,8.0,400.0,96.0,9.5,1010.7,-18.6,0.0,2.3
12.0,111.0,3.0,12.0,400.0,96.0,7.7,1013.8,-19.1,0.0,2.3
18.0,113.0,3.0,17.0,400.0,96.0,6.6,1015.9,-19.1,0.0,2.8
15.0,83.0,3.0,15.0,400.0,96.0,5.7,1017.5,-19.0,0.0,1.4
15.0,76.0,3.0,9.0,400.0,96.0,4.9,1018.5,-18.9,0.0,0.9
11.0,47.0,3.0,7.0,400.0,96.0,4.9,1019.0,-19.6,0.0,0.8
9.0,24.0,3.0,7.0,400.0,96.0,2.5,1019.4,-18.3,0.0,0.2
3.0,8.0,3.0,7.0,400.0,96.0,3.4,1018.9,-18.1,0.0,1.0
8.0,9.0,3.0,6.0,400.0,96.0,5.4,1019.3,-20.0,0.0,1.6
3.0,7.0,3.0,12.0,400.0,96.0,4.0,1019.1,-17.6,0.0,1.2
16.0,47.0,6.0,65.0,900.0,96.0,3.7,1019.4,-18.5,0.0,0.2
31.0,58.0,9.0,85.0,1000.0,96.0,0.9,1020.1,-16.5,0.0,0.7
37.0,56.0,14.0,71.0,900.0,96.0,0.3,1020.4,-15.7,0.0,0.7
29.0,64.0,26.0,81.0,1000.0,96.0,-0.9,1020.7,-13.8,0.0,0.6
24.0,42.0,28.0,60.0,800.0,96.0,3.8,1021.6,-15.5,0.0,2.0
26.0,64.0,24.0,64.0,900.0,96.0,6.1,1021.7,-16.5,0.0,3.3
22.0,41.0,16.0,39.0,600.0,96.0,7.1,1021.2,-17.1,0.0,2.9
21.0,55.0,13.0,25.0,700.0,96.0,8.8,1020.3,-15.7,0.0,3.3
29.0,64.0,20.0,25.0,900.0,96.0,9.9,1019.8,-16.4,0.0,3.5
35.0,62.0,20.0,24.0,700.0,96.0,11.0,1018.9,-15.5,0.0,3.0
29.0,57.0,17.0,22.0,600.0,96.0,11.7,1017.8,-14.1,0.0,3.6
35.0,59.0,12.0,20.0,600.0,96.0,11.5,1017.0,-13.5,0.0,2.9
42.0,70.0,11.0,20.0,600.0,103.0,10.8,1016.6,-14.1,0.0,2.5
45.0,82.0,11.0,22.0,600.0,103.0,10.4,1016.2,-14.4,0.0,3.1
42.0,81.0,12.0,23.0,600.0,103.0,9.3,1016.1,-13.2,0.0,2.0
54.0,109.0,16.0,35.0,700.0,103.0,8.3,1016.4,-12.2,0.0,2.1
68.0,132.0,24.0,52.0,900.0,103.0,7.6,1016.8,-11.7,0.0,1.7
85.0,141.0,36.0,65.0,1000.0,103.0,6.1,1017.1,-11.1,0.0,1.1
98.0,164.0,52.0,105.0,1300.0,103.0,5.4,1017.2,-10.8,0.0,1.2
106.0,172.0,54.0,107.0,1300.0,103.0,5.1,1016.6,-10.3,0.0,2.2
110.0,169.0,51.0,90.0,1399.0,103.0,4.5,1016.8,-10.4,0.0,1.1
125.0,184.0,51.0,79.0,1300.0,103.0,2.7,1016.7,-9.0,0.0,0.8
127.0,203.0,45.0,90.0,1500.0,103.0,1.5,1016.1,-8.9,0.0,1.0
128.0,213.0,43.0,98.0,1700.0,103.0,0.0,1015.3,-7.7,0.0,0.6
114.0,160.0,38.0,93.0,1700.0,103.0,-0.7,1015.2,-8.2,0.0,0.0
80.0,115.0,32.0,88.0,1899.0,103.0,-1.1,1015.1,-7.9,0.0,0.8
100.0,160.0,34.0,90.0,1899.0,103.0,-1.4,1014.9,-8.4,0.0,0.5
82.0,121.0,33.0,86.0,2500.0,103.0,-1.3,1015.1,-7.4,0.0,0.1
98.0,145.0,35.0,89.0,2299.0,103.0,0.7,1015.3,-7.8,0.0,0.4
100.0,161.0,40.0,94.0,2799.0,103.0,3.2,1015.3,-8.8,0.0,1.5
122.0,188.0,56.0,106.0,3000.0,103.0,5.0,1014.8,-9.2,0.0,1.7
123.0,178.0,62.0,111.0,2399.0,103.0,6.4,1013.8,-9.1,0.0,1.0
123.0,170.0,68.0,116.0,2299.0,103.0,8.0,1012.8,-9.0,0.0,1.3
134.0,182.0,75.0,127.0,2299.0,103.0,9.5,1011.4,-8.6,0.0,0.8
136.0,165.0,84.0,118.0,2000.0,103.0,10.4,1010.2,-7.8,0.0,2.6
124.0,159.0,98.0,74.0,1300.0,103.0,10.8,1009.0,-7.0,0.0,1.0
124.0,166.0,124.0,76.0,1700.0,103.0,10.7,1008.2,-7.1,0.0,1.5
141.0,184.0,137.0,92.0,1800.0,103.0,10.3,1007.4,-6.5,0.0,1.5
148.0,208.0,163.0,103.0,2100.0,96.0,9.6,1007.6,-6.3,0.0,1.3
170.0,245.0,192.0,118.0,2600.0,80.0,9.7,1007.8,-6.2,0.0,1.9
192.0,271.0,192.0,135.0,2799.0,58.0,9.6,1008.0,-5.9,0.0,1.2
197.0,277.0,188.0,140.0,2700.0,53.0,9.5,1008.2,-5.6,0.0,1.6
201.0,276.0,184.0,144.0,2799.0,53.0,9.1,1007.8,-4.5,0.0,0.0
204.0,293.0,179.0,144.0,2799.0,53.0,8.7,1007.4,-3.5,0.0,0.0
219.0,307.0,151.0,137.0,2700.0,53.0,7.9,1006.1,-3.6,0.0,0.5
167.0,243.0,64.0,113.0,2000.0,53.0,6.5,1005.4,-4.3,0.0,1.0
112.0,179.0,38.0,102.0,1399.0,53.0,5.9,1005.0,-3.5,0.0,0.4
113.0,160.0,43.0,102.0,1500.0,53.0,6.7,1004.0,-4.4,0.0,0.0
118.0,169.0,61.0,104.0,1700.0,53.0,6.1,1004.1,-1.8,0.1,1.0
128.0,198.0,56.0,103.0,2200.0,53.0,4.3,1004.5,1.2,0.7,0.7
141.0,231.0,25.0,105.0,2399.0,53.0,4.6,1004.2,1.1,0.1,1.1
148.0,164.0,22.0,106.0,2500.0,53.0,4.1,1004.7,1.6,1.3,0.7
146.0,164.0,21.0,104.0,2600.0,53.0,3.5,1004.8,1.5,0.8,0.2
128.0,164.0,19.0,102.0,2000.0,53.0,3.2,1004.8,1.6,0.3,1.3
124.0,95.0,16.0,98.0,2000.0,53.0,3.3,1004.8,1.5,0.0,0.7
132.0,96.0,14.0,98.0,2200.0,53.0,3.5,1004.9,1.4,0.0,1.3
134.0,94.0,15.0,101.0,2000.0,53.0,4.2,1004.7,1.9,0.0,1.3
136.0,103.0,17.0,101.0,2100.0,53.0,4.7,1004.9,2.1,0.0,1.3
156.0,116.0,21.0,103.0,2200.0,53.0,5.5,1004.7,2.1,0.0,1.1
152.0,108.0,20.0,96.0,2000.0,53.0,6.1,1005.1,2.5,0.0,2.1
140.0,92.0,25.0,85.0,1600.0,43.0,6.6,1005.7,3.0,0.0,1.9
150.0,115.0,24.0,91.0,1899.0,32.0,7.6,1006.1,2.3,0.0,0.5
152.0,103.0,27.0,96.0,1800.0,22.0,6.9,1007.2,3.0,0.0,1.1
125.0,132.0,25.0,100.0,1899.0,10.0,6.1,1009.1,2.7,0.0,0.9
131.0,151.0,20.0,114.0,2399.0,10.0,5.1,1010.6,2.8,0.0,0.9
139.0,159.0,22.0,118.0,2600.0,10.0,4.5,1012.4,2.5,0.0,0.8
145.0,110.0,22.0,102.0,1800.0,10.0,4.3,1013.7,1.5,0.0,0.6
128.0,103.0,21.0,96.0,1899.0,10.0,5.5,1014.8,-4.9,0.0,1.3
145.0,109.0,19.0,102.0,2600.0,10.0,5.6,1015.6,-7.3,0.0,1.4
88.0,88.0,17.0,85.0,1800.0,11.0,4.7,1016.4,-8.1,0.0,1.8
44.0,44.0,13.0,60.0,1000.0,26.0,3.9,1016.7,-9.8,0.0,1.9
14.0,14.0,13.0,20.0,500.0,35.0,3.0,1017.2,-9.6,0.0,1.2
12.0,12.0,10.0,19.0,0.0,35.0,1.3,1017.7,-8.3,0.0,0.8
12.0,0.0,11.0,19.0,300.0,47.0,-0.1,1018.5,-8.8,0.0,0.0
12.0,0.0,11.0,33.0,600.0,47.0,-0.8,1019.2,-7.8,0.0,0.0
14.0,0.0,9.0,49.0,800.0,47.0,1.7,1020.3,-10.8,0.0,0.5
14.0,14.0,8.0,61.0,800.0,47.0,3.7,1021.5,-10.4,0.0,1.6
18.0,36.0,12.0,62.0,1000.0,47.0,4.9,1022.7,-11.7,0.0,2.2
24.0,37.0,17.0,45.0,900.0,47.0,6.1,1023.0,-11.1,0.0,1.4
