PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
22.0,31.0,63.0,60.0,800.0,18.0,-1.2,1026.2,-16.2,0.0,0.9
31.0,49.0,48.0,33.0,500.0,43.0,-0.1,1025.8,-16.9,0.0,0.6
27.0,35.0,79.0,47.0,600.0,35.0,1.1,1025.5,-16.8,0.0,1.8
36.0,50.0,73.0,50.0,700.0,38.0,2.0,1024.3,-18.1,0.0,1.2
31.0,47.0,41.0,39.0,500.0,48.0,2.2,1022.8,-17.9,0.0,1.1
28.0,37.0,25.0,34.0,400.0,54.0,2.3,1022.0,-17.3,0.0,2.1
26.0,31.0,25.0,50.0,600.0,40.0,2.8,1021.3,-17.4,0.0,1.8
29.0,41.0,27.0,60.0,700.0,30.0,2.2,1020.7,-16.8,0.0,1.4
36.0,52.0,44.0,81.0,800.0,16.0,1.2,1020.4,-15.8,0.0,0.9
44.0,67.0,42.0,91.0,1000.0,5.0,0.1,1020.4,-15.5,0.0,1.0
53.0,70.0,36.0,100.0,1100.0,2.0,-1.3,1019.9,-12.6,0.0,1.0
52.0,71.0,42.0,100.0,1800.0,2.0,-1.6,1019.7,-13.5,0.0,1.1
97.0,103.0,34.0,88.0,1600.0,2.0,-1.8,1019.6,-12.5,0.0,1.2
89.0,89.0,30.0,83.0,1600.0,2.0,-1.8,1019.0,-13.3,0.0,0.7
80.0,83.0,30.0,77.0,1399.0,2.0,-2.8,1018.1,-10.1,0.0,1.4
62.0,70.0,22.0,66.0,1300.0,2.0,-2.9,1017.0,-11.9,0.0,0.0
51.0,63.0,20.0,52.0,1000.0,6.0,-3.8,1016.2,-12.7,0.0,0.9
42.0,49.0,18.0,48.0,900.0,7.0,-4.6,1015.0,-11.2,0.0,0.8
40.0,45.0,19.0,52.0,1100.0,2.0,-5.5,1014.3,-11.2,0.0,1.5
44.0,51.0,16.0,45.0,1000.0,6.0,-6.1,1013.7,-12.0,0.0,1.3
45.0,49.0,12.0,45.0,1100.0,3.0,-6.9,1013.2,-12.6,0.0,0.4
55.0,58.0,12.0,44.0,1100.0,3.0,-7.2,1013.1,-12.3,0.0,0.8
47.0,57.0,12.0,43.0,1000.0,3.0,-5.6,1013.3,-11.3,0.0,1.5
58.0,59.0,17.0,41.0,1100.0,8.0,-0.4,1012.8,-11.8,0.0,0.5
64.0,68.0,83.0,55.0,1300.0,10.0,2.4,1012.5,-12.7,0.0,2.0
77.0,97.0,133.0,74.0,1500.0,16.0,5.2,1011.7,-12.8,0.0,0.9
96.0,127.0,83.0,62.0,1200.0,33.0,7.6,1010.4,-12.8,0.0,2.1
95.0,112.0,87.0,61.0,1200.0,43.0,10.1,1009.4,-12.5,0.0,3.0
94.0,115.0,75.0,57.0,1100.0,52.0,11.5,1008.1,-12.8,0.0,2.1
103.0,128.0,66.0,51.0,1000.0,55.0,13.2,1007.4,-12.9,0.0,3.0
103.0,140.0,64.0,65.0,1000.0,54.0,15.3,1007.1,-14.0,0.0,4.4
98.0,151.0,63.0,63.0,900.0,54.0,15.1,1007.3,-14.2,0.0,4.9
82.0,154.0,9.0,19.0,200.0,78.0,13.1,1007.9,-13.9,0.0,1.9
22.0,70.0,5.0,14.0,200.0,77.0,8.8,1009.2,-12.4,0.0,2.7
12.0,40.0,18.0,25.0,500.0,41.0,9.4,1010.0,-12.5,0.0,3.1
18.0,60.0,12.0,29.0,500.0,40.0,7.3,1010.1,-12.5,0.0,0.9
18.0,52.0,10.0,0.0,300.0,52.0,4.7,1010.5,-12.3,0.0,0.0
17.0,44.0,34.0,47.0,1200.0,4.0,3.3,1011.3,-10.7,0.0,1.2
40.0,79.0,29.0,47.0,1000.0,19.0,9.9,1011.8,-13.4,0.0,2.6
38.0,68.0,27.0,34.0,700.0,33.0,7.2,1012.8,-13.1,0.0,0.7
28.0,51.0,11.0,6.0,100.0,75.0,5.9,1013.7,-13.2,0.0,1.6
9.0,24.0,16.0,10.0,100.0,74.0,4.7,1013.9,-13.2,0.0,5.3
13.0,26.0,13.0,8.0,200.0,73.0,7.2,1014.0,-15.6,0.0,3.5
6.0,14.0,21.0,12.0,100.0,74.0,4.0,1014.0,-14.3,0.0,1.4
8.0,26.0,29.0,31.0,400.0,43.0,1.8,1014.7,-13.2,0.0,2.0
14.0,30.0,31.0,38.0,500.0,35.0,0.0,1016.0,-13.3,0.0,0.2
13.0,38.0,40.0,55.0,600.0,16.0,2.4,1017.0,-11.9,0.0,0.5
14.0,42.0,60.0,92.0,3299.0,2.0,7.1,1017.6,-12.2,0.0,1.7
47.0,117.0,64.0,49.0,500.0,38.0,8.6,1017.8,-13.8,0.0,1.9
26.0,48.0,34.0,22.0,200.0,66.0,10.1,1017.2,-13.9,0.0,2.2
15.0,29.0,31.0,23.0,200.0,69.0,11.4,1016.8,-14.4,0.0,2.9
17.0,28.0,21.0,20.0,200.0,75.0,12.5,1015.7,-14.3,0.0,3.5
21.0,29.0,13.0,15.0,200.0,84.0,12.9,1014.5,-14.0,0.0,2.6
16.0,21.0,13.0,14.0,100.0,88.0,13.7,1013.5,-14.3,0.0,1.9
15.0,19.0,15.0,16.0,100.0,90.0,13.9,1012.9,-14.1,0.0,1.6
16.0,24.0,14.0,14.0,100.0,91.0,13.3,1012.3,-14.6,0.0,1.5
20.0,27.0,23.0,26.0,200.0,81.0,11.2,1012.5,-13.8,0.0,2.0
27.0,36.0,24.0,34.0,300.0,72.0,7.8,1013.2,-11.6,0.0,1.1
0.0,53.0,23.0,79.0,700.0,18.0,5.6,1013.5,-12.0,0.0,1.6
0.0,92.0,30.0,90.0,1000.0,8.0,3.5,1013.7,-11.7,0.0,1.6
0.0,100.0,24.0,54.0,1000.0,25.0,2.3,1013.7,-10.3,0.0,1.0
0.0,85.0,22.0,54.0,900.0,21.0,2.1,1013.6,-10.8,0.0,2.2
0.0,74.0,18.0,47.0,900.0,91.0,1.4,1013.1,-10.8,0.0,0.8
0.0,70.0,16.0,39.0,700.0,91.0,1.2,1012.5,-10.6,0.0,1.3
0.0,57.0,16.0,31.0,600.0,91.0,0.8,1012.0,-10.7,0.0,1.3
0.0,51.0,0.0,27.0,600.0,91.0,0.3,1011.6,-10.3,0.0,2.3
0.0,51.0,13.0,28.0,0.0,91.0,-0.1,1011.1,-10.4,0.0,1.6
0.0,51.0,14.0,0.0,800.0,91.0,-0.9,1010.9,-9.8,0.0,2.0
0.0,53.0,13.0,28.0,800.0,91.0,-0.9,1010.6,-9.8,0.0,1.4
0.0,58.0,15.0,28.0,800.0,91.0,-1.5,1010.7,-9.4,0.0,1.8
0.0,58.0,14.0,36.0,900.0,91.0,0.4,1010.5,-8.8,0.0,0.4
0.0,62.0,20.0,44.0,1000.0,91.0,5.0,1010.4,-8.5,0.0,0.6
0.0,69.0,39.0,39.0,1200.0,91.0,7.8,1009.9,-9.2,0.0,1.1
0.0,98.0,84.0,62.0,1600.0,91.0,8.8,1009.0,-8.7,0.0,1.6
0.0,122.0,101.0,75.0,1700.0,91.0,9.9,1007.8,-8.7,0.0,1.5
0.0,135.0,105.0,77.0,1600.0,42.0,12.0,1006.5,-8.5,0.0,2.1
0.0,142.0,90.0,80.0,1500.0,91.0,13.1,1005.2,-9.4,0.0,1.2
0.0,146.0,84.0,83.0,0.0,91.0,14.3,1004.5,-8.4,0.0,1.7
0.0,136.0,75.0,75.0,1100.0,91.0,14.1,1004.2,-7.9,0.0,2.2
0.0,136.0,77.0,82.0,1100.0,88.0,13.0,1004.2,-8.3,0.0,1.1
3.0,158.0,80.0,79.0,1200.0,88.0,11.5,1004.6,-7.9,0.0,0.2
3.0,184.0,82.0,83.0,1600.0,88.0,7.9,1005.1,-7.4,0.0,1.6
3.0,233.0,61.0,150.0,2299.0,88.0,6.2,1005.5,-7.4,0.0,2.2
189.0,243.0,54.0,124.0,2500.0,88.0,5.0,1005.9,-6.9,0.0,0.6
200.0,233.0,54.0,123.0,2200.0,88.0,3.4,1006.0,-7.1,0.0,0.6
182.0,203.0,47.0,92.0,1899.0,88.0,3.1,1005.7,-6.6,0.0,0.8
163.0,163.0,42.0,90.0,1899.0,88.0,2.0,1005.7,-6.8,0.0,0.6
156.0,159.0,38.0,67.0,1700.0,88.0,1.1,1005.5,-6.5,0.0,0.5
142.0,142.0,34.0,58.0,1500.0,88.0,0.6,1005.5,-6.5,0.0,1.9
154.0,132.0,29.0,63.0,1700.0,88.0,0.2,1004.7,-6.2,0.0,1.0
134.0,136.0,25.0,51.0,1600.0,88.0,0.0,1004.7,-6.2,0.0,0.7
154.0,128.0,21.0,51.0,1600.0,88.0,0.0,1004.7,-6.2,0.0,0.9
135.0,138.0,21.0,57.0,1600.0,88.0,0.4,1005.3,-6.3,0.0,1.6
132.0,143.0,31.0,76.0,1800.0,88.0,0.7,1005.6,-6.0,0.0,1.7
130.0,143.0,31.0,79.0,1800.0,88.0,1.6,1006.3,-5.3,0.0,1.2
134.0,150.0,51.0,84.0,1899.0,88.0,3.3,1006.3,-4.0,0.0,0.4
142.0,160.0,70.0,91.0,2100.0,88.0,5.5,1006.1,-4.7,0.0,1.0
175.0,182.0,83.0,91.0,2100.0,88.0,7.9,1005.9,-5.2,0.0,0.4
188.0,192.0,103.0,91.0,1800.0,88.0,8.8,1005.0,-5.8,0.0,0.9
175.0,185.0,113.0,91.0,1700.0,88.0,9.7,1003.8,-6.2,0.0,1.8
170.0,178.0,89.0,80.0,1600.0,88.0,11.2,1002.7,-6.2,0.0,1.7
121.0,159.0,96.0,71.0,1399.0,88.0,12.8,1002.2,-6.3,0.0,3.0
140.0,141.0,112.0,66.0,1399.0,84.0,13.5,1002.3,-6.2,0.0,1.9
150.0,156.0,127.0,62.0,1399.0,70.0,13.6,1002.2,-6.1,0.0,0.7
149.0,170.0,118.0,83.0,1500.0,65.0,11.2,1002.8,-5.8,0.0,0.5
177.0,252.0,90.0,96.0,1700.0,65.0,7.8,1003.6,-4.7,0.0,1.2
173.0,316.0,61.0,117.0,2200.0,65.0,7.1,1004.2,-5.3,0.0,1.5
192.0,340.0,67.0,144.0,4299.0,65.0,5.2,1004.7,-4.9,0.0,0.9
267.0,354.0,66.0,150.0,4400.0,65.0,3.9,1004.5,-4.8,0.0,0.5
288.0,354.0,54.0,132.0,3500.0,65.0,2.3,1004.6,-4.5,0.0,1.5
245.0,279.0,49.0,127.0,4000.0,65.0,2.8,1004.2,-4.4,0.0,2.3
240.0,276.0,44.0,116.0,3500.0,65.0,1.8,1004.1,-4.5,0.0,1.2
231.0,239.0,33.0,101.0,2600.0,65.0,0.6,1004.6,-4.6,0.0,1.7
174.0,197.0,32.0,104.0,3200.0,65.0,0.7,1003.8,-4.2,0.0,1.3
203.0,205.0,34.0,101.0,2399.0,65.0,-0.2,1003.6,-4.3,0.0,0.8
142.0,173.0,32.0,98.0,2399.0,65.0,-0.8,1003.6,-4.7,0.0,0.5
165.0,184.0,20.0,88.0,2299.0,65.0,-1.6,1003.8,-4.8,0.0,1.1
151.0,161.0,16.0,85.0,2399.0,65.0,-1.6,1003.5,-4.9,0.0,0.7
142.0,165.0,23.0,84.0,2100.0,65.0,1.9,1003.8,-3.8,0.0,0.8
126.0,135.0,38.0,85.0,2200.0,65.0,5.9,1003.6,-3.2,0.0,0.9
128.0,139.0,89.0,100.0,1899.0,65.0,8.6,1003.2,-3.6,0.0,1.1
144.0,171.0,126.0,78.0,1200.0,65.0,11.1,1002.4,-3.8,0.0,1.3
116.0,138.0,128.0,87.0,1399.0,65.0,13.7,1000.8,-3.6,0.0,1.4
122.0,169.0,144.0,113.0,1800.0,65.0,15.9,998.5,-5.2,0.0,1.9
181.0,222.0,104.0,95.0,1600.0,65.0,17.6,996.9,-5.0,0.0,1.3
135.0,166.0,83.0,87.0,1300.0,68.0,16.6,995.8,-4.6,0.0,2.1
144.0,181.0,81.0,118.0,1800.0,68.0,16.5,995.0,-3.6,0.0,0.7
190.0,336.0,100.0,163.0,2600.0,68.0,15.6,994.4,-3.4,0.0,1.1
290.0,553.0,75.0,177.0,2700.0,68.0,13.1,994.1,-3.7,0.0,2.7
350.0,0.0,67.0,199.0,3000.0,68.0,11.0,994.8,-3.5,0.0,1.0
363.0,0.0,57.0,198.0,3500.0,4.0,8.8,994.7,-3.4,0.0,2.0
354.0,545.0,55.0,205.0,4400.0,68.0,8.6,994.7,-3.6,0.0,2.3
371.0,418.0,56.0,169.0,3500.0,68.0,7.3,995.3,-3.0,0.0,1.6
264.0,318.0,52.0,124.0,2399.0,68.0,5.9,995.2,-3.5,0.0,1.6
228.0,229.0,47.0,145.0,3000.0,68.0,6.1,995.4,-3.3,0.0,0.9
223.0,252.0,40.0,113.0,2700.0,68.0,5.3,995.1,-3.3,0.0,2.4
221.0,230.0,43.0,118.0,2700.0,68.0,4.7,995.2,-3.1,0.0,1.2
208.0,234.0,32.0,78.0,2100.0,68.0,2.6,995.1,-3.3,0.0,1.8
195.0,206.0,28.0,84.0,2399.0,68.0,2.0,995.0,-3.5,0.0,1.3
173.0,193.0,24.0,66.0,1899.0,68.0,1.9,995.4,-3.8,0.0,1.2
174.0,180.0,24.0,78.0,2000.0,68.0,1.2,996.4,-4.1,0.0,1.4
211.0,235.0,34.0,92.0,2100.0,68.0,1.2,996.9,-4.3,0.0,0.4
197.0,213.0,44.0,99.0,2399.0,68.0,3.9,997.5,-3.4,0.0,2.9
227.0,232.0,61.0,102.0,2799.0,68.0,10.3,997.9,-3.4,0.0,0.7
240.0,246.0,112.0,98.0,2200.0,68.0,14.6,997.8,-4.7,0.0,1.3
173.0,193.0,105.3864,79.4511,0.0,68.0,17.8,997.6,-3.6,0.0,2.8
112.0,122.0,66.0,58.0,1000.0,68.0,19.4,997.0,-3.5,0.0,2.2
114.0,148.0,57.0,61.0,1000.0,76.0,20.3,996.5,-3.4,0.0,2.4
139.0,173.0,48.0,66.0,1200.0,97.0,16.5,996.2,1.7,0.0,5.2
534.0,835.0,114.0,184.0,7299.0,107.0,14.8,996.5,-0.1,0.0,3.9
510.0,624.0,159.0,158.0,8000.0,107.0,13.8,996.8,-0.7,0.0,3.9
212.0,246.0,112.0,90.0,2299.0,107.0,12.3,997.0,-0.9,0.0,2.9
165.0,202.0,74.0,74.0,1399.0,107.0,11.0,997.1,-1.8,0.0,4.6
136.0,145.0,52.0,66.0,1100.0,107.0,9.4,997.5,-1.7,0.0,1.3
112.0,135.0,40.0,71.0,1000.0,107.0,7.8,997.3,-2.0,0.0,2.4
110.0,129.0,36.0,74.0,1200.0,107.0,6.4,997.4,-2.5,0.0,1.5
99.0,139.0,33.0,82.0,1399.0,107.0,5.2,997.0,-2.6,0.0,1.8
94.0,135.0,38.0,75.0,1399.0,107.0,4.7,996.0,-3.6,0.0,3.0
98.0,127.0,29.0,65.0,1399.0,107.0,4.5,994.2,-4.5,0.0,3.1
88.0,97.0,29.0,55.0,1300.0,107.0,4.7,992.6,-4.6,0.0,3.1
78.0,79.0,24.0,42.0,1200.0,107.0,3.6,991.5,-4.1,0.0,1.2
51.0,72.0,0.0,31.0,1000.0,107.0,2.6,990.7,-4.0,0.0,1.9
78.0,81.0,25.0,31.0,0.0,107.0,2.5,989.6,-4.1,0.0,1.9
77.0,80.0,23.0,0.0,1000.0,107.0,1.6,988.5,-4.3,0.0,1.4
80.0,84.0,22.0,27.0,1100.0,107.0,0.4,989.1,-4.3,0.0,0.8
96.0,122.0,24.0,71.0,1700.0,107.0,0.3,989.3,-4.0,0.0,1.5
116.0,151.0,39.0,92.0,2100.0,107.0,2.2,990.3,-3.1,0.0,1.2
118.0,163.0,50.0,87.0,2200.0,107.0,7.1,991.6,-3.8,0.0,3.3
125.0,182.0,78.0,81.0,2000.0,107.0,15.7,993.0,-2.8,0.0,4.2
126.0,213.0,133.0,64.0,1500.0,107.0,16.6,996.0,-9.4,0.0,7.8
50.0,349.0,51.0,26.0,400.0,107.0,13.4,998.8,-12.0,0.0,9.6
18.0,308.0,10.0,12.0,200.0,107.0,10.1,1001.2,-17.2,0.0,12.9
21.0,251.0,6.0,9.0,100.0,107.0,9.1,1003.5,-19.9,0.0,10.1
27.0,490.0,4.0,7.0,200.0,99.0,9.0,1005.0,-20.0,0.0,6.1
12.0,208.0,5.0,7.0,200.0,99.0,9.6,1006.5,-19.5,0.0,9.0
10.0,105.0,6.0,7.0,200.0,99.0,9.7,1007.4,-20.5,0.0,2.8
12.0,81.0,12.0,8.0,200.0,95.0,8.3,1009.7,-19.5,0.0,3.5
7.0,42.0,8.0,9.0,200.0,95.0,6.9,1012.4,-18.8,0.0,2.4
6.0,44.0,9.0,13.0,300.0,95.0,6.0,1014.5,-19.6,0.0,4.5
12.0,51.0,20.0,21.0,300.0,95.0,4.2,1016.4,-18.1,0.0,2.6
16.0,67.0,47.0,28.0,400.0,95.0,3.1,1017.8,-17.7,0.0,0.7
11.0,67.0,29.0,21.0,300.0,95.0,2.0,1017.8,-17.5,0.0,1.8
16.0,39.0,26.0,20.0,400.0,95.0,0.0,1018.0,-16.8,0.0,1.0
11.0,33.0,17.0,18.0,300.0,95.0,-0.9,1018.0,-15.9,0.0,1.5
22.0,42.0,27.0,24.0,600.0,95.0,-1.0,1017.8,-15.6,0.0,1.4
30.0,39.0,28.0,33.0,800.0,95.0,-2.5,1017.9,-14.6,0.0,0.6
24.0,34.0,24.0,28.0,500.0,95.0,-3.7,1018.2,-13.9,0.0,1.5
16.0,24.0,19.0,24.0,600.0,95.0,-3.8,1018.8,-14.0,0.0,0.9
12.0,31.0,16.0,24.0,500.0,95.0,-4.5,1018.8,-13.4,0.0,0.5
24.0,47.0,13.0,36.0,800.0,95.0,-4.8,1019.2,-12.5,0.0,0.7
22.0,36.0,15.0,52.0,1200.0,95.0,-0.6,1020.0,-12.6,0.0,1.0
30.0,52.0,45.0,57.0,800.0,95.0,3.0,1020.2,-13.8,0.0,1.8
57.0,84.0,86.0,63.0,900.0,95.0,4.9,1019.9,-13.0,0.0,1.7
71.0,94.0,79.0,59.0,1000.0,95.0,8.2,1019.1,-13.5,0.0,1.5
66.0,105.0,53.0,61.0,900.0,95.0,10.1,1018.3,-17.2,0.0,2.6
49.0,58.0,34.0,52.0,700.0,95.0,11.2,1017.4,-16.3,0.0,2.9
27.0,44.0,26.0,38.0,600.0,95.0,11.7,1016.3,-15.9,0.0,2.1
33.0,44.0,24.0,32.0,600.0,92.0,12.6,1015.3,-17.2,0.0,3.8
40.0,42.0,24.0,30.0,500.0,92.0,12.2,1014.9,-16.4,0.0,2.9
34.0,51.0,21.0,32.0,500.0,91.0,10.8,1014.8,-15.7,0.0,4.1
34.0,88.0,26.0,40.0,500.0,89.0,8.9,1014.9,-14.9,0.0,2.2
45.0,112.0,25.0,44.0,400.0,84.0,7.7,1015.5,-13.9,0.0,1.8
49.0,102.0,38.0,52.0,600.0,79.0,4.9,1016.0,-12.6,0.0,1.0
73.0,118.0,42.0,71.0,900.0,79.0,2.5,1016.2,-12.2,0.0,1.5
101.0,142.0,39.0,104.0,1500.0,79.0,1.6,1016.3,-12.2,0.0,1.3
88.0,122.0,27.0,76.0,1300.0,79.0,0.7,1016.0,-11.4,0.0,1.2
89.0,110.0,26.0,68.0,1300.0,79.0,0.4,1016.0,-10.7,0.0,1.3
95.0,111.0,22.0,59.0,1300.0,79.0,-0.4,1015.5,-10.1,0.0,1.5
78.0,85.0,18.0,42.0,1000.0,79.0,-0.5,1015.3,-10.4,0.0,1.1
69.0,77.0,17.0,35.0,800.0,79.0,-1.1,1014.6,-10.2,0.0,1.4
70.0,72.0,15.0,33.0,800.0,79.0,-1.6,1014.2,-9.9,0.0,1.6
66.0,72.0,14.0,31.0,700.0,79.0,-2.0,1014.0,-10.1,0.0,2.0
70.0,75.0,11.0,32.0,800.0,79.0,-2.0,1014.0,-10.1,0.0,2.0
73.0,82.0,10.0,36.0,800.0,79.0,-2.6,1014.1,-9.5,0.0,1.5
73.0,83.0,11.0,42.0,800.0,79.0,-0.9,1014.6,-8.1,0.0,1.0
94.0,106.0,16.0,50.0,1100.0,79.0,3.9,1014.3,-9.5,0.0,1.0
99.0,140.0,30.0,50.0,1100.0,79.0,5.9,1013.8,-9.6,0.0,1.8
118.0,136.0,91.0,68.0,1399.0,79.0,6.9,1013.2,-9.5,0.0,2.4
119.0,135.0,113.0,66.0,1300.0,79.0,8.4,1012.0,-9.6,0.0,2.4
128.0,133.0,122.0,67.0,1200.0,79.0,9.1,1010.6,-9.4,0.0,1.4
123.0,131.0,144.0,72.0,1200.0,79.0,10.0,1009.4,-9.2,0.0,1.6
130.0,141.0,160.0,82.0,1300.0,79.0,10.6,1008.2,-9.2,0.0,1.6
139.0,157.0,159.0,94.0,1300.0,79.0,10.2,1007.2,-9.0,0.0,1.3
139.0,164.0,150.0,92.0,1300.0,77.0,9.9,1006.3,-8.7,0.0,1.7
139.0,174.0,139.0,98.0,1300.0,71.0,8.7,1006.8,-8.4,0.0,0.8
140.0,211.0,109.0,109.0,1300.0,56.0,7.8,1007.0,-7.5,0.0,1.0
153.0,218.0,95.0,119.0,1500.0,47.0,7.2,1007.5,-6.5,0.0,1.3
165.0,199.0,82.0,116.0,1899.0,47.0,7.0,1007.4,-6.7,0.0,1.0
208.0,246.0,80.0,118.0,2799.0,47.0,7.5,1007.1,-5.3,0.0,0.5
199.0,238.0,77.0,119.0,2299.0,47.0,7.5,1006.7,-4.6,0.0,0.7
182.0,219.0,67.0,107.0,1800.0,47.0,7.6,1005.7,-4.2,0.0,0.9
169.0,204.0,54.0,100.0,1800.0,47.0,6.1,1004.8,-3.6,0.0,1.6
161.0,182.0,51.0,96.0,1800.0,47.0,5.8,1004.2,-4.1,0.0,1.7
151.0,171.0,45.0,90.0,1700.0,47.0,5.8,1003.2,-4.1,0.0,1.1
136.0,150.0,49.0,90.0,1500.0,47.0,5.7,1003.1,-3.7,0.0,1.1
131.0,149.0,53.0,91.0,1399.0,47.0,5.1,1003.3,-1.8,0.0,1.8
127.0,144.0,40.0,90.0,1399.0,47.0,4.6,1003.4,-0.6,0.0,2.3
116.0,135.0,56.0,103.0,1300.0,47.0,3.4,1003.4,2.8,0.0,1.8
99.0,109.0,22.0,99.0,1200.0,47.0,2.4,1003.8,2.4,0.8,1.0
80.0,83.0,14.0,96.0,1200.0,47.0,2.3,1004.0,2.3,0.3,0.1
82.0,87.0,9.0,94.0,1300.0,47.0,2.6,1003.5,2.6,0.3,1.6
110.0,87.0,11.0,99.0,1300.0,47.0,2.8,1004.0,2.8,0.0,1.4
109.0,87.0,13.0,98.0,1399.0,47.0,3.8,1003.7,2.8,0.0,0.8
118.0,79.0,16.0,85.0,1200.0,47.0,4.5,1003.3,3.0,0.0,0.0
112.0,71.0,21.0,78.0,1100.0,47.0,5.9,1003.8,2.5,0.0,0.6
117.0,78.0,17.0,72.0,1100.0,47.0,6.3,1004.3,2.9,0.0,0.7
110.0,65.0,19.0,67.0,1000.0,47.0,7.0,1004.0,3.1,0.0,1.0
112.0,73.0,22.0,68.0,1000.0,39.0,7.1,1004.9,3.3,0.0,1.1
101.0,120.0,40.0,99.0,1300.0,22.0,6.7,1006.5,3.1,0.0,0.6
118.0,125.0,28.0,96.0,1300.0,16.0,6.5,1007.9,2.2,0.0,2.4
137.0,125.0,25.0,89.0,1399.0,16.0,5.2,1009.4,1.3,0.0,2.4
66.0,42.0,22.0,53.0,700.0,28.0,5.3,1011.1,-4.3,0.0,3.0
37.0,25.0,22.0,45.0,500.0,31.0,4.6,1012.7,-8.2,0.0,3.2
46.0,60.0,19.0,42.0,800.0,31.0,4.9,1013.8,-11.7,0.0,4.7
12.0,61.0,48.0,22.0,300.0,70.0,4.1,1014.5,-12.0,0.0,3.1
3.0,6.0,17.0,9.0,200.0,82.0,3.1,1015.5,-12.4,0.0,2.4
3.0,6.0,14.0,11.0,300.0,82.0,2.2,1015.9,-12.1,0.0,3.3
3.0,6.0,14.0,11.0,200.0,82.0,0.8,1015.9,-12.3,0.0,2.0
3.0,6.0,20.0,16.0,0.0,82.0,-0.6,1016.6,-12.0,0.0,1.3
3.0,6.0,20.0,17.0,200.0,82.0,-2.3,1017.6,-8.8,0.0,1.5
13.0,16.0,21.0,21.0,300.0,82.0,-3.6,1018.4,-8.3,0.0,0.6
11.0,15.0,18.0,30.0,400.0,82.0,-3.1,1019.3,-9.2,0.0,2.5
3.0,12.0,17.0,34.0,500.0,82.0,0.8,1020.6,-12.6,0.0,4.5
17.0,20.0,23.0,32.0,500.0,82.0,2.5,1021.6,-19.5,0.0,6.8
7.0,14.0,27.0,21.0,300.0,82.0,3.6,1022.2,-19.2,0.0,5.8
